,overall,value_eur,pace,shooting,passing,dribbling,defending,physic
506,80,3000000,53.0,65.0,62.0,60.0,81.0,71.0
507,80,13500000,73.0,77.0,81.0,77.0,76.0,75.0
509,80,11500000,60.0,78.0,85.0,81.0,45.0,59.0
510,80,7500000,73.0,81.0,74.0,85.0,55.0,75.0
512,80,9500000,59.0,67.0,81.0,75.0,74.0,75.0
513,80,7500000,77.0,75.0,80.0,82.0,34.0,48.0
514,80,11500000,65.0,64.0,72.0,72.0,83.0,77.0
515,80,12000000,65.0,51.0,62.0,60.0,82.0,77.0
516,80,12000000,52.0,71.0,74.0,73.0,78.0,77.0
517,80,9000000,75.0,69.0,76.0,76.0,77.0,72.0
519,80,9500000,33.0,41.0,54.0,53.0,82.0,81.0
520,80,4500000,53.0,51.0,76.0,71.0,81.0,69.0
521,80,12500000,70.0,55.0,61.0,64.0,78.0,82.0
522,80,14000000,75.0,70.0,77.0,86.0,42.0,57.0
523,80,13500000,71.0,79.0,72.0,75.0,58.0,86.0
524,80,14500000,86.0,72.0,74.0,83.0,34.0,64.0
525,80,12500000,74.0,60.0,81.0,76.0,78.0,72.0
526,80,13000000,66.0,47.0,63.0,67.0,83.0,72.0
527,80,12500000,70.0,61.0,75.0,74.0,75.0,78.0
528,80,14500000,66.0,80.0,78.0,79.0,59.0,72.0
529,80,15000000,86.0,81.0,70.0,76.0,32.0,73.0
530,80,12000000,42.0,55.0,71.0,68.0,79.0,86.0
531,80,14500000,70.0,66.0,75.0,78.0,78.0,77.0
532,80,11500000,78.0,85.0,76.0,80.0,47.0,86.0
533,80,14000000,57.0,72.0,80.0,73.0,77.0,80.0
534,80,12500000,69.0,47.0,58.0,58.0,79.0,81.0
535,80,11000000,45.0,32.0,44.0,53.0,79.0,82.0
536,80,15000000,86.0,75.0,73.0,84.0,58.0,68.0
538,80,13500000,73.0,57.0,71.0,67.0,80.0,79.0
539,80,15000000,75.0,73.0,79.0,83.0,61.0,67.0
540,80,14500000,73.0,76.0,78.0,83.0,57.0,71.0
541,80,15000000,60.0,78.0,70.0,75.0,43.0,78.0
542,80,12500000,54.0,40.0,59.0,62.0,80.0,78.0
543,80,16000000,86.0,73.0,80.0,83.0,48.0,53.0
544,80,15500000,88.0,76.0,68.0,84.0,27.0,68.0
545,80,12000000,75.0,40.0,59.0,60.0,82.0,79.0
546,80,14500000,76.0,79.0,80.0,81.0,59.0,67.0
547,80,15500000,78.0,77.0,81.0,82.0,36.0,62.0
548,80,15500000,89.0,75.0,76.0,81.0,48.0,61.0
549,80,12000000,82.0,66.0,74.0,81.0,75.0,75.0
550,80,12500000,75.0,64.0,77.0,78.0,78.0,73.0
551,80,13000000,62.0,49.0,65.0,63.0,80.0,81.0
552,80,15500000,76.0,79.0,62.0,77.0,50.0,84.0
553,80,13000000,77.0,55.0,74.0,75.0,79.0,77.0
554,80,15500000,66.0,73.0,78.0,83.0,50.0,60.0
555,80,15500000,78.0,78.0,71.0,75.0,47.0,79.0
556,80,16000000,87.0,69.0,76.0,85.0,38.0,44.0
557,80,12500000,67.0,61.0,72.0,69.0,78.0,80.0
559,80,12500000,55.0,58.0,73.0,78.0,75.0,83.0
560,80,15500000,87.0,70.0,79.0,80.0,52.0,68.0
561,80,14500000,72.0,79.0,61.0,75.0,31.0,77.0
562,80,15500000,88.0,79.0,63.0,65.0,41.0,90.0
563,80,4700000,68.0,62.0,74.0,76.0,78.0,77.0
564,80,10500000,79.0,54.0,76.0,78.0,75.0,74.0
566,80,0,68.0,62.0,74.0,76.0,78.0,77.0
567,80,0,79.0,54.0,76.0,78.0,77.0,74.0
568,79,22500000,93.0,70.0,71.0,85.0,29.0,63.0
569,79,20000000,70.0,58.0,78.0,81.0,70.0,74.0
570,79,20500000,76.0,75.0,75.0,81.0,60.0,77.0
571,79,17500000,87.0,50.0,63.0,78.0,80.0,72.0
573,79,18000000,78.0,27.0,54.0,68.0,80.0,78.0
574,79,18500000,69.0,73.0,77.0,80.0,71.0,74.0
575,79,17000000,74.0,49.0,74.0,74.0,76.0,85.0
576,79,18500000,74.0,68.0,79.0,76.0,72.0,69.0
577,79,18500000,85.0,74.0,71.0,83.0,44.0,64.0
578,79,18500000,80.0,76.0,76.0,82.0,48.0,61.0
579,79,16000000,76.0,64.0,75.0,80.0,78.0,73.0
580,79,17500000,93.0,70.0,70.0,87.0,23.0,63.0
581,79,17500000,91.0,76.0,75.0,79.0,49.0,74.0
582,79,16000000,74.0,44.0,65.0,67.0,78.0,76.0
583,79,18000000,90.0,68.0,70.0,84.0,36.0,58.0
584,79,17500000,72.0,72.0,72.0,77.0,78.0,88.0
585,79,16000000,92.0,62.0,72.0,80.0,74.0,74.0
586,79,16000000,73.0,49.0,69.0,72.0,77.0,77.0
587,79,16000000,61.0,62.0,77.0,73.0,73.0,68.0
588,79,16000000,62.0,34.0,61.0,50.0,80.0,80.0
589,79,18000000,83.0,73.0,77.0,80.0,47.0,56.0
590,79,17500000,72.0,81.0,60.0,73.0,35.0,71.0
591,79,17000000,70.0,67.0,76.0,81.0,62.0,79.0
592,79,17000000,64.0,63.0,76.0,78.0,70.0,66.0
593,79,15500000,75.0,42.0,63.0,68.0,79.0,78.0
594,79,15500000,85.0,50.0,63.0,71.0,79.0,75.0
595,79,17500000,81.0,71.0,75.0,82.0,65.0,67.0
596,79,15500000,77.0,37.0,70.0,76.0,78.0,76.0
597,79,15500000,69.0,47.0,72.0,70.0,81.0,74.0
598,79,17500000,90.0,78.0,71.0,83.0,44.0,63.0
599,79,15500000,78.0,49.0,71.0,77.0,76.0,75.0
600,79,17500000,77.0,76.0,68.0,73.0,38.0,88.0
601,79,15500000,70.0,68.0,72.0,72.0,79.0,82.0
602,79,15500000,85.0,64.0,72.0,74.0,75.0,76.0
603,79,16500000,60.0,71.0,85.0,77.0,62.0,64.0
604,79,17000000,76.0,76.0,74.0,82.0,29.0,56.0
605,79,17000000,75.0,69.0,77.0,84.0,45.0,62.0
606,79,15000000,78.0,53.0,66.0,67.0,80.0,75.0
607,79,17000000,80.0,64.0,74.0,83.0,28.0,68.0
608,79,15500000,80.0,57.0,73.0,74.0,78.0,83.0
609,79,17000000,84.0,77.0,75.0,81.0,35.0,66.0
610,79,15000000,85.0,64.0,79.0,81.0,72.0,78.0
611,79,17000000,75.0,72.0,82.0,79.0,39.0,57.0
612,79,17000000,77.0,75.0,63.0,78.0,43.0,75.0
613,79,17000000,84.0,77.0,72.0,81.0,45.0,79.0
614,79,17000000,90.0,73.0,72.0,83.0,37.0,50.0
615,79,17000000,89.0,74.0,74.0,82.0,49.0,70.0
616,79,14500000,54.0,63.0,71.0,64.0,80.0,84.0
617,79,16500000,83.0,80.0,76.0,82.0,30.0,62.0
618,79,14500000,77.0,52.0,70.0,76.0,78.0,70.0
619,79,16000000,75.0,73.0,78.0,77.0,70.0,75.0
620,79,15000000,73.0,64.0,72.0,73.0,78.0,80.0
621,79,14500000,74.0,61.0,75.0,75.0,77.0,73.0
622,79,16000000,64.0,59.0,77.0,77.0,68.0,66.0
623,79,13500000,58.0,31.0,58.0,57.0,79.0,80.0
624,79,16000000,70.0,73.0,77.0,80.0,56.0,73.0
625,79,13500000,75.0,40.0,59.0,63.0,79.0,80.0
626,79,14000000,58.0,45.0,66.0,63.0,79.0,78.0
629,79,14000000,71.0,39.0,58.0,64.0,80.0,75.0
630,79,16000000,76.0,79.0,58.0,78.0,33.0,72.0
631,79,15500000,65.0,80.0,76.0,77.0,70.0,69.0
632,79,13500000,75.0,62.0,72.0,73.0,75.0,87.0
633,79,13500000,62.0,66.0,71.0,69.0,80.0,75.0
634,79,16000000,76.0,76.0,76.0,81.0,42.0,55.0
635,79,16000000,71.0,77.0,59.0,75.0,29.0,75.0
636,79,16000000,82.0,80.0,61.0,73.0,45.0,80.0
637,79,13500000,84.0,53.0,69.0,76.0,75.0,73.0
638,79,13500000,56.0,40.0,52.0,50.0,80.0,79.0
639,79,13000000,60.0,57.0,63.0,61.0,77.0,77.0
640,79,12500000,56.0,49.0,47.0,56.0,80.0,76.0
641,79,13500000,81.0,50.0,70.0,72.0,76.0,81.0
642,79,12500000,64.0,35.0,62.0,61.0,78.0,82.0
643,79,13500000,73.0,58.0,75.0,75.0,78.0,74.0
644,79,15000000,76.0,73.0,75.0,80.0,74.0,69.0
645,79,15500000,85.0,78.0,66.0,73.0,32.0,74.0
646,79,13500000,77.0,44.0,58.0,68.0,78.0,80.0
647,79,15500000,79.0,78.0,67.0,78.0,27.0,68.0
649,79,15000000,71.0,77.0,81.0,77.0,64.0,80.0
650,79,12000000,53.0,33.0,65.0,56.0,78.0,83.0
651,79,14500000,88.0,79.0,69.0,79.0,38.0,75.0
652,79,14500000,71.0,77.0,67.0,71.0,47.0,86.0
653,79,12000000,53.0,45.0,55.0,48.0,80.0,79.0
654,79,12500000,55.0,51.0,61.0,58.0,78.0,76.0
655,79,13000000,77.0,59.0,73.0,76.0,77.0,76.0
656,79,15000000,81.0,64.0,74.0,80.0,76.0,73.0
657,79,12500000,79.0,54.0,76.0,77.0,74.0,76.0
658,79,12500000,83.0,53.0,69.0,75.0,76.0,77.0
659,79,14000000,71.0,73.0,79.0,81.0,66.0,68.0
660,79,14000000,71.0,69.0,81.0,79.0,66.0,68.0
661,79,15000000,77.0,75.0,72.0,79.0,33.0,67.0
662,79,12500000,66.0,49.0,66.0,68.0,79.0,78.0
663,79,12500000,78.0,66.0,72.0,75.0,76.0,74.0
664,79,14500000,87.0,74.0,72.0,80.0,36.0,66.0
665,79,4500000,65.0,81.0,74.0,80.0,34.0,67.0
666,79,8000000,80.0,81.0,65.0,69.0,34.0,77.0
668,79,7500000,65.0,78.0,74.0,85.0,43.0,59.0
669,79,3800000,36.0,52.0,67.0,63.0,80.0,76.0
670,79,5500000,69.0,67.0,73.0,75.0,78.0,73.0
671,79,6500000,84.0,79.0,78.0,83.0,40.0,71.0
672,79,6500000,48.0,69.0,84.0,82.0,66.0,60.0
673,79,4700000,51.0,38.0,50.0,51.0,78.0,82.0
674,79,9500000,56.0,32.0,59.0,53.0,80.0,75.0
675,79,7500000,58.0,79.0,78.0,79.0,41.0,66.0
676,79,6000000,50.0,49.0,69.0,70.0,80.0,71.0
677,79,8000000,74.0,61.0,76.0,72.0,79.0,75.0
678,79,10000000,74.0,78.0,76.0,80.0,61.0,67.0
679,79,8000000,65.0,46.0,59.0,59.0,79.0,75.0
680,79,10000000,65.0,79.0,78.0,80.0,67.0,77.0
681,79,7500000,68.0,70.0,76.0,78.0,71.0,74.0
683,79,5500000,63.0,61.0,71.0,74.0,80.0,68.0
684,79,10000000,74.0,79.0,61.0,79.0,34.0,64.0
685,79,11000000,47.0,74.0,81.0,76.0,67.0,67.0
686,79,10000000,86.0,78.0,73.0,83.0,29.0,65.0
687,79,11000000,60.0,74.0,79.0,70.0,75.0,79.0
688,79,10000000,74.0,65.0,73.0,77.0,79.0,71.0
689,79,11000000,67.0,71.0,79.0,82.0,62.0,65.0
690,79,11500000,74.0,78.0,63.0,72.0,35.0,80.0
691,79,11000000,84.0,78.0,73.0,81.0,42.0,62.0
692,79,10500000,80.0,64.0,71.0,74.0,78.0,81.0
693,79,5500000,82.0,64.0,75.0,76.0,71.0,76.0
694,79,10500000,71.0,37.0,62.0,66.0,80.0,74.0
695,79,11500000,67.0,76.0,64.0,74.0,42.0,72.0
696,79,10000000,69.0,78.0,69.0,75.0,48.0,82.0
698,79,10000000,74.0,68.0,78.0,82.0,79.0,74.0
699,79,12500000,92.0,76.0,73.0,82.0,42.0,72.0
700,79,7500000,78.0,72.0,77.0,78.0,75.0,76.0
701,79,12500000,69.0,77.0,62.0,70.0,37.0,82.0
702,79,12000000,62.0,67.0,75.0,84.0,54.0,45.0
703,79,13000000,64.0,68.0,80.0,81.0,63.0,66.0
705,79,10500000,69.0,54.0,75.0,74.0,79.0,69.0
706,79,12500000,75.0,74.0,79.0,84.0,41.0,54.0
707,79,11500000,62.0,73.0,81.0,82.0,56.0,58.0
708,79,10000000,53.0,55.0,66.0,54.0,79.0,83.0
709,79,7500000,72.0,75.0,78.0,81.0,40.0,45.0
710,79,12500000,81.0,77.0,73.0,77.0,49.0,76.0
711,79,12500000,61.0,79.0,63.0,75.0,38.0,73.0
712,79,10500000,72.0,63.0,74.0,71.0,79.0,72.0
713,79,11000000,74.0,70.0,71.0,72.0,79.0,76.0
715,79,10000000,52.0,42.0,63.0,59.0,80.0,76.0
716,79,13500000,71.0,77.0,69.0,78.0,36.0,81.0
717,79,12500000,68.0,80.0,78.0,82.0,42.0,70.0
718,79,13000000,76.0,80.0,77.0,79.0,43.0,68.0
719,79,6000000,67.0,71.0,76.0,75.0,75.0,78.0
720,79,9000000,74.0,74.0,77.0,79.0,72.0,76.0
721,79,11000000,71.0,70.0,74.0,74.0,78.0,76.0
722,79,9500000,49.0,53.0,60.0,56.0,79.0,84.0
723,79,12500000,76.0,76.0,76.0,79.0,41.0,75.0
724,79,10500000,54.0,63.0,76.0,73.0,76.0,71.0
726,79,13000000,82.0,73.0,60.0,78.0,33.0,78.0
727,79,9000000,76.0,67.0,74.0,73.0,78.0,76.0
728,79,10500000,71.0,61.0,74.0,77.0,71.0,77.0
729,79,11000000,83.0,49.0,73.0,79.0,73.0,67.0
730,79,11000000,81.0,72.0,75.0,84.0,46.0,54.0
731,79,12500000,77.0,79.0,78.0,78.0,55.0,67.0
732,79,10000000,70.0,76.0,64.0,76.0,33.0,66.0
733,79,10500000,57.0,66.0,70.0,70.0,79.0,84.0
734,79,10500000,75.0,60.0,75.0,75.0,78.0,75.0
735,79,11000000,83.0,71.0,72.0,81.0,75.0,69.0
736,79,13000000,76.0,79.0,68.0,73.0,30.0,75.0
737,79,12500000,80.0,80.0,66.0,75.0,38.0,73.0
738,79,8000000,68.0,41.0,44.0,59.0,80.0,74.0
739,79,10500000,51.0,54.0,59.0,57.0,79.0,83.0
740,79,10500000,70.0,67.0,73.0,76.0,74.0,77.0
741,79,12500000,55.0,81.0,53.0,71.0,30.0,86.0
742,79,13000000,82.0,75.0,60.0,75.0,48.0,80.0
743,79,12500000,64.0,73.0,79.0,71.0,80.0,82.0
744,79,3600000,79.0,51.0,70.0,78.0,77.0,67.0
745,79,9500000,70.0,48.0,60.0,52.0,79.0,78.0
746,79,9500000,71.0,70.0,70.0,72.0,80.0,83.0
748,79,11500000,84.0,79.0,65.0,80.0,27.0,66.0
749,79,0,70.0,48.0,60.0,52.0,79.0,78.0
750,79,0,81.0,57.0,72.0,76.0,78.0,74.0
752,79,0,84.0,79.0,65.0,80.0,27.0,66.0
754,78,17000000,94.0,77.0,68.0,81.0,22.0,64.0
755,78,15000000,62.0,37.0,64.0,68.0,77.0,77.0
756,78,15500000,70.0,66.0,75.0,79.0,64.0,67.0
757,78,16000000,87.0,66.0,74.0,83.0,63.0,62.0
758,78,14500000,54.0,43.0,56.0,63.0,80.0,76.0
759,78,14000000,60.0,40.0,54.0,55.0,78.0,79.0
760,78,15000000,82.0,63.0,75.0,76.0,79.0,82.0
761,78,14000000,67.0,36.0,52.0,55.0,79.0,79.0
762,78,15500000,90.0,74.0,67.0,82.0,34.0,56.0
763,78,15500000,89.0,70.0,72.0,82.0,33.0,60.0
764,78,15500000,82.0,75.0,74.0,82.0,37.0,50.0
765,78,14500000,74.0,69.0,82.0,85.0,40.0,49.0
766,78,14500000,89.0,75.0,69.0,82.0,36.0,62.0
767,78,14500000,73.0,67.0,76.0,83.0,54.0,64.0
768,78,13000000,71.0,66.0,80.0,79.0,77.0,66.0
769,78,15000000,82.0,75.0,53.0,73.0,34.0,77.0
770,78,13000000,68.0,70.0,73.0,73.0,75.0,84.0
771,78,14000000,58.0,72.0,75.0,75.0,74.0,76.0
772,78,14000000,67.0,72.0,77.0,71.0,78.0,83.0
773,78,14000000,73.0,66.0,75.0,84.0,64.0,68.0
774,78,13000000,71.0,34.0,62.0,69.0,78.0,75.0
775,78,14500000,78.0,75.0,60.0,76.0,43.0,81.0
776,78,14000000,93.0,63.0,70.0,84.0,33.0,51.0
777,78,12500000,82.0,53.0,61.0,64.0,78.0,81.0
778,78,12500000,72.0,47.0,73.0,76.0,77.0,65.0
779,78,14000000,72.0,81.0,78.0,80.0,63.0,56.0
780,78,14000000,62.0,67.0,74.0,71.0,76.0,74.0
781,78,13000000,72.0,46.0,69.0,71.0,79.0,76.0
783,78,13500000,67.0,66.0,78.0,82.0,63.0,52.0
784,78,14000000,72.0,76.0,67.0,75.0,34.0,79.0
785,78,14000000,75.0,73.0,78.0,82.0,35.0,63.0
786,78,14000000,76.0,76.0,53.0,72.0,43.0,76.0
787,78,13500000,72.0,68.0,76.0,78.0,72.0,72.0
788,78,14000000,82.0,76.0,67.0,75.0,27.0,74.0
789,78,12500000,64.0,61.0,75.0,74.0,76.0,78.0
790,78,14000000,74.0,66.0,78.0,79.0,31.0,62.0
791,78,0,73.0,38.0,65.0,69.0,79.0,82.0
793,78,12500000,75.0,54.0,63.0,63.0,79.0,75.0
794,78,12500000,64.0,63.0,73.0,77.0,75.0,73.0
795,78,12500000,51.0,54.0,55.0,56.0,78.0,80.0
796,78,13500000,63.0,74.0,78.0,76.0,67.0,67.0
797,78,12500000,62.0,53.0,66.0,64.0,79.0,83.0
798,78,14000000,75.0,74.0,78.0,81.0,47.0,74.0
799,78,13500000,64.0,78.0,74.0,74.0,40.0,71.0
800,78,12000000,59.0,28.0,51.0,57.0,78.0,80.0
801,78,0,75.0,73.0,76.0,78.0,70.0,79.0
802,78,13000000,76.0,72.0,79.0,83.0,59.0,56.0
803,78,12000000,67.0,39.0,59.0,62.0,78.0,77.0
804,78,13500000,87.0,73.0,71.0,83.0,43.0,66.0
805,78,12000000,71.0,55.0,66.0,72.0,76.0,81.0
806,78,13500000,67.0,62.0,79.0,83.0,65.0,65.0
809,78,13500000,62.0,77.0,55.0,69.0,27.0,83.0
810,78,12000000,40.0,33.0,48.0,46.0,78.0,79.0
811,78,12000000,66.0,68.0,72.0,74.0,79.0,74.0
812,78,12000000,80.0,50.0,66.0,71.0,76.0,87.0
813,78,12000000,66.0,42.0,56.0,57.0,79.0,76.0
815,78,11000000,60.0,37.0,56.0,54.0,76.0,83.0
816,78,12500000,63.0,71.0,78.0,77.0,71.0,69.0
817,78,13000000,82.0,72.0,73.0,80.0,37.0,70.0
818,78,13000000,66.0,61.0,74.0,78.0,75.0,83.0
819,78,13000000,85.0,70.0,74.0,81.0,42.0,64.0
820,78,13000000,77.0,77.0,74.0,82.0,37.0,67.0
821,78,12000000,61.0,63.0,71.0,74.0,77.0,73.0
822,78,11500000,90.0,41.0,68.0,76.0,73.0,79.0
823,78,13000000,76.0,75.0,67.0,81.0,54.0,66.0
824,78,13000000,83.0,62.0,70.0,77.0,75.0,75.0
825,78,13000000,83.0,72.0,72.0,80.0,43.0,73.0
826,78,13000000,88.0,75.0,71.0,83.0,34.0,62.0
827,78,10500000,64.0,47.0,58.0,62.0,80.0,67.0
828,78,11000000,47.0,45.0,51.0,48.0,78.0,80.0
829,78,10500000,49.0,57.0,61.0,65.0,78.0,79.0
830,78,11000000,46.0,40.0,55.0,61.0,78.0,77.0
831,78,10500000,63.0,36.0,50.0,62.0,80.0,79.0
832,78,11000000,73.0,66.0,76.0,73.0,74.0,75.0
833,78,12500000,77.0,74.0,77.0,80.0,40.0,67.0
834,78,11000000,64.0,46.0,63.0,62.0,78.0,74.0
835,78,11500000,63.0,61.0,72.0,76.0,74.0,76.0
836,78,13000000,90.0,72.0,71.0,84.0,32.0,63.0
837,78,11000000,76.0,46.0,52.0,69.0,78.0,79.0
838,78,10500000,68.0,53.0,59.0,67.0,78.0,83.0
839,78,10500000,51.0,65.0,67.0,70.0,79.0,82.0
840,78,10000000,70.0,50.0,51.0,62.0,78.0,77.0
841,78,12000000,73.0,78.0,70.0,73.0,33.0,80.0
843,78,11500000,58.0,76.0,79.0,76.0,67.0,66.0
844,78,12000000,74.0,77.0,70.0,78.0,36.0,79.0
845,78,12000000,76.0,80.0,69.0,77.0,40.0,68.0
846,78,10500000,74.0,63.0,71.0,74.0,74.0,78.0
847,78,10000000,54.0,60.0,67.0,66.0,78.0,78.0
848,78,11500000,66.0,69.0,75.0,75.0,70.0,69.0
849,78,10500000,60.0,39.0,74.0,74.0,74.0,78.0
851,78,11000000,34.0,49.0,61.0,48.0,80.0,77.0
852,78,12000000,76.0,74.0,78.0,79.0,50.0,59.0
853,78,12000000,76.0,69.0,76.0,78.0,47.0,62.0
854,78,12000000,70.0,75.0,76.0,82.0,41.0,62.0
855,78,12000000,75.0,71.0,76.0,81.0,33.0,58.0
856,78,12000000,88.0,63.0,74.0,78.0,62.0,69.0
857,78,10500000,62.0,28.0,47.0,54.0,80.0,78.0
858,78,10500000,82.0,63.0,69.0,76.0,73.0,83.0
859,78,10500000,78.0,37.0,50.0,65.0,79.0,75.0
860,78,12000000,65.0,78.0,58.0,61.0,32.0,74.0
862,78,4500000,68.0,77.0,74.0,78.0,45.0,71.0
863,78,5000000,69.0,69.0,81.0,80.0,63.0,65.0
864,78,5500000,62.0,76.0,80.0,84.0,44.0,62.0
866,78,2100000,68.0,53.0,68.0,68.0,77.0,77.0
867,78,8500000,77.0,80.0,70.0,85.0,42.0,68.0
868,78,0,36.0,51.0,67.0,66.0,80.0,71.0
869,78,4800000,47.0,79.0,69.0,71.0,44.0,79.0
870,78,3800000,37.0,58.0,58.0,54.0,80.0,76.0
871,78,8000000,83.0,79.0,71.0,80.0,36.0,73.0
872,78,4900000,64.0,61.0,70.0,60.0,77.0,69.0
873,78,6500000,75.0,56.0,61.0,52.0,78.0,77.0
874,78,8000000,72.0,72.0,76.0,80.0,37.0,51.0
876,78,4900000,54.0,37.0,57.0,58.0,80.0,70.0
877,78,8500000,76.0,53.0,70.0,76.0,76.0,70.0
878,78,10000000,72.0,67.0,78.0,78.0,68.0,70.0
879,78,8000000,90.0,70.0,71.0,80.0,35.0,59.0
880,78,8500000,31.0,69.0,81.0,77.0,74.0,67.0
881,78,9000000,60.0,71.0,78.0,76.0,74.0,68.0
882,78,9000000,76.0,73.0,76.0,80.0,43.0,61.0
883,78,6000000,44.0,69.0,73.0,71.0,77.0,77.0
884,78,6500000,74.0,66.0,71.0,74.0,78.0,72.0
885,78,10500000,77.0,69.0,74.0,81.0,73.0,70.0
886,78,8000000,75.0,62.0,77.0,79.0,76.0,70.0
888,78,0,59.0,49.0,64.0,62.0,79.0,71.0
889,78,8500000,41.0,32.0,57.0,54.0,80.0,75.0
890,78,10000000,74.0,76.0,71.0,75.0,44.0,81.0
891,78,8000000,67.0,73.0,78.0,79.0,56.0,68.0
892,78,6500000,68.0,75.0,66.0,77.0,40.0,76.0
893,78,6500000,61.0,32.0,46.0,56.0,82.0,76.0
894,78,9500000,70.0,77.0,64.0,75.0,31.0,59.0
895,78,5000000,44.0,66.0,68.0,68.0,78.0,85.0
896,78,10000000,83.0,75.0,75.0,80.0,31.0,54.0
897,78,7500000,59.0,37.0,57.0,54.0,78.0,76.0
898,78,6500000,51.0,49.0,58.0,55.0,77.0,87.0
900,78,10500000,67.0,80.0,76.0,80.0,35.0,63.0
901,78,6500000,74.0,51.0,65.0,70.0,79.0,73.0
902,78,2900000,69.0,65.0,75.0,74.0,76.0,76.0
903,78,8000000,79.0,75.0,76.0,80.0,53.0,74.0
904,78,9500000,57.0,79.0,67.0,71.0,37.0,85.0
905,78,8500000,54.0,57.0,65.0,66.0,81.0,80.0
906,78,8500000,67.0,39.0,67.0,66.0,78.0,74.0
908,78,10000000,59.0,79.0,59.0,66.0,45.0,73.0
909,78,10000000,84.0,72.0,75.0,79.0,47.0,54.0
910,78,9500000,59.0,79.0,53.0,65.0,36.0,82.0
911,78,4300000,31.0,71.0,77.0,70.0,76.0,62.0
912,78,9500000,58.0,74.0,79.0,76.0,70.0,65.0
913,78,9500000,43.0,69.0,69.0,64.0,79.0,80.0
914,78,10500000,77.0,74.0,70.0,77.0,43.0,74.0
916,78,10500000,62.0,78.0,68.0,74.0,47.0,81.0
917,78,0,65.0,76.0,67.0,69.0,27.0,84.0
918,78,10500000,54.0,75.0,80.0,76.0,62.0,69.0
919,78,9000000,54.0,60.0,70.0,68.0,79.0,72.0
920,78,8500000,72.0,64.0,75.0,75.0,73.0,72.0
921,78,10500000,83.0,75.0,68.0,82.0,33.0,71.0
922,78,10000000,71.0,77.0,79.0,79.0,40.0,59.0
923,78,10500000,71.0,77.0,71.0,80.0,44.0,68.0
924,78,8500000,39.0,53.0,67.0,61.0,78.0,73.0
925,78,9000000,64.0,67.0,79.0,78.0,75.0,67.0
926,78,8500000,68.0,63.0,70.0,72.0,78.0,84.0
927,78,8500000,53.0,31.0,51.0,58.0,81.0,74.0
928,78,9000000,35.0,69.0,74.0,69.0,77.0,79.0
929,78,8000000,68.0,49.0,69.0,68.0,78.0,81.0
930,78,9000000,79.0,60.0,74.0,79.0,75.0,78.0
931,78,8500000,61.0,42.0,58.0,62.0,79.0,80.0
932,78,8000000,82.0,62.0,72.0,75.0,71.0,78.0
934,78,9000000,71.0,61.0,70.0,77.0,77.0,69.0
935,78,10500000,70.0,64.0,75.0,75.0,77.0,82.0
936,78,10000000,85.0,72.0,73.0,78.0,56.0,82.0
937,78,10500000,58.0,72.0,82.0,74.0,60.0,72.0
938,78,10500000,75.0,74.0,78.0,77.0,61.0,70.0
939,78,10500000,76.0,77.0,51.0,68.0,38.0,79.0
940,78,9000000,53.0,34.0,55.0,60.0,78.0,75.0
941,78,7500000,76.0,61.0,71.0,73.0,78.0,71.0
942,78,10500000,71.0,74.0,77.0,79.0,67.0,68.0
943,78,8000000,68.0,47.0,65.0,69.0,77.0,84.0
944,78,10000000,67.0,79.0,76.0,79.0,49.0,70.0
945,78,9000000,68.0,39.0,69.0,73.0,75.0,74.0
946,78,11000000,78.0,77.0,75.0,80.0,38.0,69.0
947,78,10500000,63.0,72.0,77.0,79.0,60.0,64.0
948,78,10000000,66.0,81.0,62.0,74.0,33.0,69.0
949,78,10000000,68.0,70.0,79.0,79.0,49.0,70.0
950,78,9000000,65.0,57.0,71.0,68.0,75.0,80.0
951,78,9000000,63.0,55.0,67.0,70.0,79.0,76.0
952,78,9000000,85.0,63.0,73.0,78.0,74.0,75.0
953,78,8000000,68.0,77.0,76.0,78.0,45.0,64.0
954,78,9000000,67.0,62.0,71.0,73.0,76.0,77.0
956,78,10500000,63.0,75.0,78.0,79.0,39.0,58.0
957,78,8500000,67.0,59.0,68.0,65.0,76.0,76.0
958,78,8500000,39.0,38.0,49.0,51.0,80.0,74.0
959,78,9500000,69.0,58.0,66.0,64.0,80.0,75.0
960,78,10500000,86.0,78.0,68.0,82.0,36.0,55.0
961,78,8500000,71.0,33.0,55.0,57.0,77.0,78.0
962,78,10500000,86.0,74.0,72.0,83.0,34.0,67.0
963,78,10500000,66.0,80.0,62.0,71.0,27.0,84.0
964,78,10500000,83.0,74.0,68.0,77.0,35.0,76.0
965,78,8500000,54.0,50.0,62.0,59.0,78.0,75.0
966,78,10000000,60.0,76.0,51.0,68.0,37.0,78.0
968,78,9000000,50.0,63.0,71.0,68.0,76.0,84.0
969,78,10500000,65.0,68.0,72.0,73.0,79.0,79.0
970,78,8500000,78.0,54.0,68.0,67.0,76.0,79.0
971,78,10500000,75.0,73.0,77.0,81.0,53.0,67.0
972,78,9000000,89.0,60.0,70.0,79.0,72.0,79.0
973,78,9500000,69.0,80.0,62.0,75.0,36.0,66.0
974,78,8500000,50.0,51.0,54.0,53.0,78.0,81.0
975,78,6500000,50.0,60.0,57.0,54.0,78.0,79.0
976,78,10000000,74.0,72.0,78.0,79.0,65.0,71.0
977,78,9000000,57.0,64.0,72.0,68.0,76.0,77.0
978,78,7500000,76.0,50.0,66.0,77.0,76.0,74.0
